value,geometry
29.019198786992206,POINT (417400.6697062135 743942.1585607335)
28.79210808121371,POINT (418400.6697062135 743942.1585607335)
28.561299087031404,POINT (419400.6697062135 743942.1585607335)
28.327140951694087,POINT (420400.6697062135 743942.1585607335)
28.090014797084873,POINT (421400.6697062135 743942.1585607335)
27.850311655485296,POINT (422400.6697062135 743942.1585607335)
27.608430322750927,POINT (423400.6697062135 743942.1585607335)
27.364775153606193,POINT (424400.6697062135 743942.1585607335)
27.119753824561887,POINT (425400.6697062135 743942.1585607335)
26.873775090250447,POINT (426400.6697062135 743942.1585607335)
26.627246558760373,POINT (427400.6697062135 743942.1585607335)
26.380572510843898,POINT (428400.6697062135 743942.1585607335)
26.134151786699455,POINT (429400.6697062135 743942.1585607335)
25.8883757624319,POINT (430400.6697062135 743942.1585607335)
25.643626436320528,POINT (431400.6697062135 743942.1585607335)
25.40027464273821,POINT (432400.6697062135 743942.1585607335)
25.15867840903057,POINT (433400.6697062135 743942.1585607335)
24.91918146795397,POINT (434400.6697062135 743942.1585607335)
24.682111935455634,POINT (435400.6697062135 743942.1585607335)
24.447781160730813,POINT (436400.6697062135 743942.1585607335)
24.21648275267655,POINT (437400.6697062135 743942.1585607335)
23.988491784141758,POINT (438400.6697062135 743942.1585607335)
23.764064172803167,POINT (439400.6697062135 743942.1585607335)
23.543436235122787,POINT (440400.6697062135 743942.1585607335)
23.326824407701583,POINT (441400.6697062135 743942.1585607335)
23.11442512846433,POINT (442400.6697062135 743942.1585607335)
22.906414868509952,POINT (443400.6697062135 743942.1585607335)
22.702950304149574,POINT (444400.6697062135 743942.1585607335)
22.50416861763147,POINT (445400.6697062135 743942.1585607335)
22.31018791431247,POINT (446400.6697062135 743942.1585607335)
22.121107743564863,POINT (447400.6697062135 743942.1585607335)
21.9370097104894,POINT (448400.6697062135 743942.1585607335)
21.757958165515312,POINT (449400.6697062135 743942.1585607335)
21.584000959183,POINT (450400.6697062135 743942.1585607335)
21.41517024979606,POINT (451400.6697062135 743942.1585607335)
21.251483352169643,POINT (452400.6697062135 743942.1585607335)
21.092943616363645,POINT (453400.6697062135 743942.1585607335)
20.939541326044353,POINT (454400.6697062135 743942.1585607335)
20.791254606942648,POINT (455400.6697062135 743942.1585607335)
20.648050336745616,POINT (456400.6697062135 743942.1585607335)
20.509885048651423,POINT (457400.6697062135 743942.1585607335)
20.37670582171452,POINT (458400.6697062135 743942.1585607335)
20.248451151994455,POINT (459400.6697062135 743942.1585607335)
20.125051799382142,POINT (460400.6697062135 743942.1585607335)
20.006431605801833,POINT (461400.6697062135 743942.1585607335)
19.89250828126623,POINT (462400.6697062135 743942.1585607335)
19.783194154989467,POINT (463400.6697062135 743942.1585607335)
19.67839688943396,POINT (464400.6697062135 743942.1585607335)
19.57802015577903,POINT (465400.6697062135 743942.1585607335)
19.481964269851268,POINT (466400.6697062135 743942.1585607335)
19.390126788048118,POINT (467400.6697062135 743942.1585607335)
19.302403063218982,POINT (468400.6697062135 743942.1585607335)
19.218686760844427,POINT (469400.6697062135 743942.1585607335)
19.138870336175597,POINT (470400.6697062135 743942.1585607335)
19.062845473267668,POINT (471400.6697062135 743942.1585607335)
18.99050348706499,POINT (472400.6697062135 743942.1585607335)
18.921735689876712,POINT (473400.6697062135 743942.1585607335)
18.856433723723264,POINT (474400.6697062135 743942.1585607335)
18.79448986014049,POINT (475400.6697062135 743942.1585607335)
18.73579726910322,POINT (476400.6697062135 743942.1585607335)
18.68025025877721,POINT (477400.6697062135 743942.1585607335)
18.6277444878318,POINT (478400.6697062135 743942.1585607335)
18.578177152047928,POINT (479400.6697062135 743942.1585607335)
32.87397273244694,POINT (361400.6697062135 744942.1585607335)
32.91664899602536,POINT (362400.6697062135 744942.1585607335)
32.957877893476905,POINT (363400.6697062135 744942.1585607335)
32.99754816764068,POINT (364400.6697062135 744942.1585607335)
33.035543693774876,POINT (365400.6697062135 744942.1585607335)
33.071743412388656,POINT (366400.6697062135 744942.1585607335)
33.106021278133106,POINT (367400.6697062135 744942.1585607335)
33.13824622708198,POINT (368400.6697062135 744942.1585607335)
33.16828216489913,POINT (369400.6697062135 744942.1585607335)
33.195987978553106,POINT (370400.6697062135 744942.1585607335)
33.221217574396874,POINT (371400.6697062135 744942.1585607335)
33.243819945580164,POINT (372400.6697062135 744942.1585607335)
33.26363927189706,POINT (373400.6697062135 744942.1585607335)
33.280515055290465,POINT (374400.6697062135 744942.1585607335)
33.29428229433077,POINT (375400.6697062135 744942.1585607335)
33.30477170105415,POINT (376400.6697062135 744942.1585607335)
33.31180996357975,POINT (377400.6697062135 744942.1585607335)
33.315220057918154,POINT (378400.6697062135 744942.1585607335)
33.314821612329,POINT (379400.6697062135 744942.1585607335)
33.31043132747585,POINT (380400.6697062135 744942.1585607335)
33.301863455454196,POINT (381400.6697062135 744942.1585607335)
33.2889303405256,POINT (382400.6697062135 744942.1585607335)
33.27144302407015,POINT (383400.6697062135 744942.1585607335)
33.24921191586367,POINT (384400.6697062135 744942.1585607335)
33.22204753328799,POINT (385400.6697062135 744942.1585607335)
33.18976130948743,POINT (386400.6697062135 744942.1585607335)
33.15216647078664,POINT (387400.6697062135 744942.1585607335)
33.10907898288287,POINT (388400.6697062135 744942.1585607335)
33.060318564417095,POINT (389400.6697062135 744942.1585607335)
33.00570976551588,POINT (390400.6697062135 744942.1585607335)
32.94508310778401,POINT (391400.6697062135 744942.1585607335)
32.878276281023446,POINT (392400.6697062135 744942.1585607335)
32.80513539066997,POINT (393400.6697062135 744942.1585607335)
32.72551624858905,POINT (394400.6697062135 744942.1585607335)
32.63928569847727,POINT (395400.6697062135 744942.1585607335)
32.54632296569899,POINT (396400.6697062135 744942.1585607335)
32.44652101997706,POINT (397400.6697062135 744942.1585607335)
32.339787937984354,POINT (398400.6697062135 744942.1585607335)
32.22604825158514,POINT (399400.6697062135 744942.1585607335)
32.10524426629007,POINT (400400.6697062135 744942.1585607335)
31.977337333457765,POINT (401400.6697062135 744942.1585607335)
31.84230905894078,POINT (402400.6697062135 744942.1585607335)
31.70016243027687,POINT (403400.6697062135 744942.1585607335)
31.550922844207687,POINT (404400.6697062135 744942.1585607335)
31.39463901630396,POINT (405400.6697062135 744942.1585607335)
31.231383754820463,POINT (406400.6697062135 744942.1585607335)
31.061254581621924,POINT (407400.6697062135 744942.1585607335)
30.884374184128777,POINT (408400.6697062135 744942.1585607335)
30.70089068373716,POINT (409400.6697062135 744942.1585607335)
30.51097770806663,POINT (410400.6697062135 744942.1585607335)
30.3148342566651,POINT (411400.6697062135 744942.1585607335)
30.112684352425454,POINT (412400.6697062135 744942.1585607335)
29.90477647389912,POINT (413400.6697062135 744942.1585607335)
29.691382766875893,POINT (414400.6697062135 744942.1585607335)
29.47279803696972,POINT (415400.6697062135 744942.1585607335)
29.249338528433142,POINT (416400.6697062135 744942.1585607335)
29.02134049793551,POINT (417400.6697062135 744942.1585607335)
28.78915859549492,POINT (418400.6697062135 744942.1585607335)
28.55316406806206,POINT (419400.6697062135 744942.1585607335)
28.313742804327724,POINT (420400.6697062135 744942.1585607335)
28.071293242082486,POINT (421400.6697062135 744942.1585607335)
27.8262241618205,POINT (422400.6697062135 744942.1585607335)
27.578952392186952,POINT (423400.6697062135 744942.1585607335)
27.32990045426767,POINT (424400.6697062135 744942.1585607335)
27.079494172575945,POINT (425400.6697062135 744942.1585607335)
26.828160280885026,POINT (426400.6697062135 744942.1585607335)
26.576324050784994,POINT (427400.6697062135 744942.1585607335)
26.324406970023833,POINT (428400.6697062135 744942.1585607335)
26.072824496357295,POINT (429400.6697062135 744942.1585607335)
25.82198391082599,POINT (430400.6697062135 744942.1585607335)
25.572282292160544,POINT (431400.6697062135 744942.1585607335)
25.32410463145574,POINT (432400.6697062135 744942.1585607335)
25.07782210342743,POINT (433400.6697062135 744942.1585607335)
24.833790507553037,POINT (434400.6697062135 744942.1585607335)
24.59234888927794,POINT (435400.6697062135 744942.1585607335)
24.353818348325905,POINT (436400.6697062135 744942.1585607335)
24.118501038056934,POINT (437400.6697062135 744942.1585607335)
23.886679356838602,POINT (438400.6697062135 744942.1585607335)
23.658615329597826,POINT (439400.6697062135 744942.1585607335)
23.434550175148303,POINT (440400.6697062135 744942.1585607335)
23.214704052585798,POINT (441400.6697062135 744942.1585607335)
22.999275978036327,POINT (442400.6697062135 744942.1585607335)
22.788443901351254,POINT (443400.6697062135 744942.1585607335)
22.582364930974737,POINT (444400.6697062135 744942.1585607335)
22.381175694163165,POINT (445400.6697062135 744942.1585607335)
22.18499281900265,POINT (446400.6697062135 744942.1585607335)
21.993913524233687,POINT (447400.6697062135 744942.1585607335)
21.808016302728912,POINT (448400.6697062135 744942.1585607335)
21.627361684555364,POINT (449400.6697062135 744942.1585607335)
21.45199306585549,POINT (450400.6697062135 744942.1585607335)
21.28193759027284,POINT (451400.6697062135 744942.1585607335)
21.117207070294956,POINT (452400.6697062135 744942.1585607335)
20.95779893665794,POINT (453400.6697062135 744942.1585607335)
20.803697204823532,POINT (454400.6697062135 744942.1585607335)
20.654873448472816,POINT (455400.6697062135 744942.1585607335)
20.511287770934366,POINT (456400.6697062135 744942.1585607335)
20.372889766456634,POINT (457400.6697062135 744942.1585607335)
20.239619464223495,POINT (458400.6697062135 744942.1585607335)
20.11140824898165,POINT (459400.6697062135 744942.1585607335)
19.988179753084196,POINT (460400.6697062135 744942.1585607335)
19.869850715645196,POINT (461400.6697062135 744942.1585607335)
19.756331805336202,POINT (462400.6697062135 744942.1585607335)
19.647528404131315,POINT (463400.6697062135 744942.1585607335)
19.543341350018647,POINT (464400.6697062135 744942.1585607335)
19.443667637339864,POINT (465400.6697062135 744942.1585607335)
19.34840107399631,POINT (466400.6697062135 744942.1585607335)
19.257432895270068,POINT (467400.6697062135 744942.1585607335)
19.17065233445331,POINT (468400.6697062135 744942.1585607335)
19.08794715086256,POINT (469400.6697062135 744942.1585607335)
19.00920411613896,POINT (470400.6697062135 744942.1585607335)
18.93430946000581,POINT (471400.6697062135 744942.1585607335)
18.86314927687428,POINT (472400.6697062135 744942.1585607335)
18.79560989486247,POINT (473400.6697062135 744942.1585607335)
18.73157820892528,POINT (474400.6697062135 744942.1585607335)
18.670941979888752,POINT (475400.6697062135 744942.1585607335)
18.613590101245396,POINT (476400.6697062135 744942.1585607335)
18.5594128356022,POINT (477400.6697062135 744942.1585607335)
18.508302022682916,POINT (478400.6697062135 744942.1585607335)
18.460151260775923,POINT (479400.6697062135 744942.1585607335)
32.9164309620049,POINT (361400.6697062135 745942.1585607335)
32.96031704194671,POINT (362400.6697062135 745942.1585607335)
33.00276775235069,POINT (363400.6697062135 745942.1585607335)
33.0436700497719,POINT (364400.6697062135 745942.1585607335)
33.082905821206765,POINT (365400.6697062135 745942.1585607335)
33.12035180448043,POINT (366400.6697062135 745942.1585607335)
33.15587952458185,POINT (367400.6697062135 745942.1585607335)
33.1893552483776,POINT (368400.6697062135 745942.1585607335)
33.22063996031829,POINT (369400.6697062135 745942.1585607335)
33.2495893619329,POINT (370400.6697062135 745942.1585607335)
33.276053898083326,POINT (371400.6697062135 745942.1585607335)
33.29987881312079,POINT (372400.6697062135 745942.1585607335)
33.32090424024298,POINT (373400.6697062135 745942.1585607335)
33.33896532749086,POINT (374400.6697062135 745942.1585607335)
33.35389240394299,POINT (375400.6697062135 745942.1585607335)
33.36551118975509,POINT (376400.6697062135 745942.1585607335)
33.37364305374869,POINT (377400.6697062135 745942.1585607335)
33.37810532226688,POINT (378400.6697062135 745942.1585607335)
33.37871164297969,POINT (379400.6697062135 745942.1585607335)
33.375272407229204,POINT (380400.6697062135 745942.1585607335)
33.36759523434583,POINT (381400.6697062135 745942.1585607335)
33.355485521133836,POINT (382400.6697062135 745942.1585607335)
33.33874705940822,POINT (383400.6697062135 745942.1585607335)
33.317182724056934,POINT (384400.6697062135 745942.1585607335)
33.29059523359569,POINT (385400.6697062135 745942.1585607335)
33.25878798456908,POINT (386400.6697062135 745942.1585607335)
33.22156596042701,POINT (387400.6697062135 745942.1585607335)
33.17873671466424,POINT (388400.6697062135 745942.1585607335)
33.130111427053045,POINT (389400.6697062135 745942.1585607335)
33.07550603072295,POINT (390400.6697062135 745942.1585607335)
33.01474240665433,POINT (391400.6697062135 745942.1585607335)
32.94764964085828,POINT (392400.6697062135 745942.1585607335)
32.8740653381283,POINT (393400.6697062135 745942.1585607335)
32.79383698478326,POINT (394400.6697062135 745942.1585607335)
32.706823351298176,POINT (395400.6697062135 745942.1585607335)
32.61289592416374,POINT (396400.6697062135 745942.1585607335)
32.51194035475842,POINT (397400.6697062135 745942.1585607335)
32.40385791149263,POINT (398400.6697062135 745942.1585607335)
32.2885669200319,POINT (399400.6697062135 745942.1585607335)
32.1660041750696,POINT (400400.6697062135 745942.1585607335)
32.036126305942545,POINT (401400.6697062135 745942.1585607335)
31.89891107741469,POINT (402400.6697062135 745942.1585607335)
31.754358606240594,POINT (403400.6697062135 745942.1585607335)
31.60249247370798,POINT (404400.6697062135 745942.1585607335)
31.443360714290463,POINT (405400.6697062135 745942.1585607335)
31.27703666085419,POINT (406400.6697062135 745942.1585607335)
31.103619627586315,POINT (407400.6697062135 745942.1585607335)
30.923235412969735,POINT (408400.6697062135 745942.1585607335)
30.73603660672729,POINT (409400.6697062135 745942.1585607335)
30.542202686696708,POINT (410400.6697062135 745942.1585607335)
30.341939894059745,POINT (411400.6697062135 745942.1585607335)
30.135480878201967,POINT (412400.6697062135 745942.1585607335)
29.923084105681085,POINT (413400.6697062135 745942.1585607335)
29.705033031269068,POINT (414400.6697062135 745942.1585607335)
29.48163503273597,POINT (415400.6697062135 745942.1585607335)
29.253220114876587,POINT (416400.6697062135 745942.1585607335)
29.020139392152814,POINT (417400.6697062135 745942.1585607335)
28.782763363136635,POINT (418400.6697062135 745942.1585607335)
28.541479993590837,POINT (419400.6697062135 745942.1585607335)
28.296692628417453,POINT (420400.6697062135 745942.1585607335)
28.048817755744654,POINT (421400.6697062135 745942.1585607335)
27.79828264902601,POINT (422400.6697062135 745942.1585607335)
27.545522915119147,POINT (423400.6697062135 745942.1585607335)
27.290979977837516,POINT (424400.6697062135 745942.1585607335)
27.035098527388374,POINT (425400.6697062135 745942.1585607335)
26.778323966402493,POINT (426400.6697062135 745942.1585607335)
26.52109988292477,POINT (427400.6697062135 745942.1585607335)
26.26386557978885,POINT (428400.6697062135 745942.1585607335)
26.00705368827961,POINT (429400.6697062135 745942.1585607335)
25.751087891948313,POINT (430400.6697062135 745942.1585607335)
25.496380783954763,POINT (431400.6697062135 745942.1585607335)
25.243331878446092,POINT (432400.6697062135 745942.1585607335)
24.992325793331354,POINT (433400.6697062135 745942.1585607335)
24.74373061846366,POINT (434400.6697062135 745942.1585607335)
24.49789647979017,POINT (435400.6697062135 745942.1585607335)
24.25515430656329,POINT (436400.6697062135 745942.1585607335)
24.015814805307514,POINT (437400.6697062135 745942.1585607335)
23.78016764098169,POINT (438400.6697062135 745942.1585607335)
23.548480822731392,POINT (439400.6697062135 745942.1585607335)
23.32100028884543,POINT (440400.6697062135 745942.1585607335)
23.097949683056957,POINT (441400.6697062135 745942.1585607335)
22.879530312192493,POINT (442400.6697062135 745942.1585607335)
22.665921273390833,POINT (443400.6697062135 745942.1585607335)
22.457279737693202,POINT (444400.6697062135 745942.1585607335)
22.25374137574393,POINT (445400.6697062135 745942.1585607335)
22.055420910623596,POINT (446400.6697062135 745942.1585607335)
21.86241278244365,POINT (447400.6697062135 745942.1585607335)
21.674791909237282,POINT (448400.6697062135 745942.1585607335)
21.492614528853807,POINT (449400.6697062135 745942.1585607335)
21.31591910697005,POINT (450400.6697062135 745942.1585607335)
21.144727296936594,POINT (451400.6697062135 745942.1585607335)
20.979044937943215,POINT (452400.6697062135 745942.1585607335)
20.818863078882217,POINT (453400.6697062135 745942.1585607335)
20.66415901627669,POINT (454400.6697062135 745942.1585607335)
20.514897335692805,POINT (455400.6697062135 745942.1585607335)
20.371030947142405,POINT (456400.6697062135 745942.1585607335)
20.232502106080172,POINT (457400.6697062135 745942.1585607335)
20.099243412686643,POINT (458400.6697062135 745942.1585607335)
19.971178783186108,POINT (459400.6697062135 745942.1585607335)
19.848224387962773,POINT (460400.6697062135 745942.1585607335)
19.73028955219711,POINT (461400.6697062135 745942.1585607335)
19.61727761563911,POINT (462400.6697062135 745942.1585607335)
19.509086748959426,POINT (463400.6697062135 745942.1585607335)
19.405610724870392,POINT (464400.6697062135 745942.1585607335)
19.30673964288394,POINT (465400.6697062135 745942.1585607335)
19.212360607173764,POINT (466400.6697062135 745942.1585607335)
19.12235835753536,POINT (467400.6697062135 745942.1585607335)
19.036615853893093,POINT (468400.6697062135 745942.1585607335)
18.95501481519145,POINT (469400.6697062135 745942.1585607335)
18.877436213832727,POINT (470400.6697062135 745942.1585607335)
18.803760727089905,POINT (471400.6697062135 745942.1585607335)
18.73386914713685,POINT (472400.6697062135 745942.1585607335)
18.6676427515025,POINT (473400.6697062135 745942.1585607335)
18.604963635877514,POINT (474400.6697062135 745942.1585607335)
18.545715011285058,POINT (475400.6697062135 745942.1585607335)
18.489781467676874,POINT (476400.6697062135 745942.1585607335)
18.437049206036683,POINT (477400.6697062135 745942.1585607335)
18.38740624106851,POINT (478400.6697062135 745942.1585607335)
18.340742576522533,POINT (479400.6697062135 745942.1585607335)
32.956969723876796,POINT (361400.6697062135 746942.1585607335)
33.002047042089636,POINT (362400.6697062135 746942.1585607335)
33.04570162667322,POINT (363400.6697062135 746942.1585607335)
33.087818690396745,POINT (364400.6697062135 746942.1585607335)
33.12827817298036,POINT (365400.6697062135 746942.1585607335)
